prefer,更喜欢,九年级,Unit1
prefer,更喜欢,九年级,Unit1
prefer,更喜欢,九年级,Unit1
wouldrather,宁愿,九年级,Unit1
wouldrather,宁愿,九年级,Unit1
ratherthan,而不是,九年级,Unit1
wouldrather,宁愿,九年级,Unit1
prefer,更喜欢,九年级,Unit1
like,喜欢,九年级,Unit1
love,热爱,九年级,Unit1
enjoy,享受,九年级,Unit1
hate,讨厌,九年级,Unit1
dislike,不喜欢,九年级,Unit1
mind,介意,九年级,Unit1
cantstand,受不了,九年级,Unit1
energy,能量,九年级,Unit2
energetic,充满活力的,九年级,Unit2
suggestion,建议,九年级,Unit2
suggest,建议,九年级,Unit2
should,应该,九年级,Unit2
could,可以,九年级,Unit2
might,可能,九年级,Unit2
must,必须,九年级,Unit2
have,不得不,九年级,Unit2
need,需要,九年级,Unit2
important,重要的,九年级,Unit2
necessary,必要的,九年级,Unit2
essential,必不可少的,九年级,Unit2
helpful,有帮助的,九年级,Unit2
useful,有用的,九年级,Unit2
useless,无用的,九年级,Unit2
meaningful,有意义的,九年级,Unit2
meaningless,无意义的,九年级,Unit2
valuable,有价值的,九年级,Unit2
worthless,无价值的,九年级,Unit2
positive,积极的,九年级,Unit2
negative,消极的,九年级,Unit2
optimistic,乐观的,九年级,Unit2
pessimistic,悲观的,九年级,Unit2
confident,自信的,九年级,Unit2
insecure,不安全的,九年级,Unit2
brave,勇敢的,九年级,Unit2
cowardly,胆小的,九年级,Unit2
honest,诚实的,九年级,Unit2
dishonest,不诚实的,九年级,Unit2
trustworthy,值得信赖的,九年级,Unit2
reliable,可靠的,九年级,Unit2
dependable,可靠的,九年级,Unit2
responsible,负责的,九年级,Unit2
irresponsible,不负责任的,九年级,Unit2
careful,小心的,九年级,Unit2
careless,粗心的,九年级,Unit2
thoughtful,体贴的,九年级,Unit2
thoughtless,轻率的,九年级,Unit2
considerate,体贴的,九年级,Unit2
inconsiderate,不体贴的,九年级,Unit2
kind,善良的,九年级,Unit2
unkind,不善良的,九年级,Unit2
friendly,友好的,九年级,Unit2
unfriendly,不友好的,九年级,Unit2
polite,有礼貌的,九年级,Unit2
impolite,没礼貌的,九年级,Unit2
rude,粗鲁的,九年级,Unit2
gentle,温柔的,九年级,Unit2
rough,粗糙的,九年级,Unit2
soft,柔软的,九年级,Unit2
hard,硬的,九年级,Unit2
smooth,光滑的,九年级,Unit2
rough,粗糙的,九年级,Unit2
sharp,锋利的,九年级,Unit2
dull,钝的,九年级,Unit2
bright,明亮的,九年级,Unit2
dark,黑暗的,九年级,Unit2
light,轻的,九年级,Unit2
heavy,重的,九年级,Unit2
thick,厚的,九年级,Unit2
thin,薄的,九年级,Unit2
wide,宽的,九年级,Unit2
narrow,窄的,九年级,Unit2
long,长的,九年级,Unit2
short,短的,九年级,Unit2
tall,高的,九年级,Unit2
low,低的,九年级,Unit2
high,高的,九年级,Unit2
deep,深的,九年级,Unit2
shallow,浅的,九年级,Unit2
big,大的,九年级,Unit2
small,小的,九年级,Unit2
large,大的,九年级,Unit2
huge,巨大的,九年级,Unit2
tiny,微小的,九年级,Unit2
enormous,庞大的,九年级,Unit2
giant,巨大的,九年级,Unit2
massive,巨大的,九年级,Unit2
minute,微小的,九年级,Unit2
microscopic,微观的,九年级,Unit2
visible,可见的,九年级,Unit2
invisible,不可见的,九年级,Unit2
clear,清晰的,九年级,Unit2
unclear,不清晰的,九年级,Unit2
obvious,明显的,九年级,Unit2
obscure,模糊的,九年级,Unit2
evident,明显的,九年级,Unit2
apparent,明显的,九年级,Unit2
hidden,隐藏的,九年级,Unit2
secret,秘密的,九年级,Unit2
open,开放的,九年级,Unit2
closed,关闭的,九年级,Unit2
public,公共的,九年级,Unit2
private,私人的,九年级,Unit2
personal,个人的,九年级,Unit2
official,官方的,九年级,Unit2
formal,正式的,九年级,Unit2
informal,非正式的,九年级,Unit2
casual,随意的,九年级,Unit2
serious,严肃的,九年级,Unit2
humorous,幽默的,九年级,Unit2
funny,好笑的,九年级,Unit2
sad,悲伤的,九年级,Unit2
happy,快乐的,九年级,Unit2
excited,兴奋的,九年级,Unit2
bored,无聊的,九年级,Unit2
tired,疲倦的,九年级,Unit2
energetic,充满活力的,九年级,Unit2
active,活跃的,九年级,Unit2
lazy,懒惰的,九年级,Unit2
busy,忙碌的,九年级,Unit2
free,空闲的,九年级,Unit2
available,可用的,九年级,Unit2
occupied,占用的,九年级,Unit2
engaged,忙碌的,九年级,Unit2
vacant,空缺的,九年级,Unit2
empty,空的,九年级,Unit2
full,满的,九年级,Unit2
complete,完整的,九年级,Unit2
incomplete,不完整的,九年级,Unit2
finished,完成的,九年级,Unit2
